Date,AAPL,JNJ,JPM,MSFT,SPY,TSLA,XOM
11/20/2020,-0.010957687,-0.005300951,-0.008566956,-0.009556661,-0.006847838,-0.019348255,-0.012299496
11/23/2020,-0.029742665,-0.010182299,0.028803303,-0.001331046,0.005994681,0.065848275,0.065511424
11/24/2020,0.011594441,0,0.046237224,0.017848027,0.016113456,0.064252179,0.066565225
11/25/2020,0.007466749,-0.001320883,-0.010460457,4.70E-05,-0.00154163,0.033526586,-0.027870261
11/27/2020,0.004826664,0.002227487,-0.006637689,0.006358657,0.002785043,0.020487796,-0.015192624
11/30/2020,0.021099507,0.004721941,-0.027553149,-0.005389547,-0.00442721,-0.03100244,-0.051256435
12/1/2020,0.030827484,0.019145788,0.015778688,0.009996956,0.010937381,0.030232565,0.009703671
12/2/2020,0.002933439,0.004679599,0.019208117,-0.003885281,0.002103536,-0.027258999,0.037402817
12/3/2020,-0.001137357,0.005805207,-0.006555209,-0.005246909,-0.00027248,0.043177071,0.006759919
12/4/2020,-0.005612529,0.008523674,0.009072924,0.000560442,0.008617678,0.00953853,0.036557929
12/7/2020,0.0122699,-0.008650976,-0.003759765,-0.000326822,-0.002054802,0.071314133,-0.018713836
12/8/2020,0.005090839,0.017318585,0.000984456,0.008026609,0.002926017,0.012652698,0.03276292
12/9/2020,-0.020903754,0.010227995,-0.007786952,-0.019489797,-0.008968845,-0.069859043,0.013257608
12/10/2020,0.01198894,-0.005552031,-0.006443607,-0.006043274,-0.000327138,0.037370958,0.028270655
12/11/2020,-0.006734874,0.004597589,-0.005903473,0.013014907,-0.001172629,-0.027237767,-0.004771441
12/14/2020,-0.005146696,-0.025367849,-0.010538516,0.004408196,-0.004476881,0.048918853,-0.036073045
12/15/2020,0.050090468,0.010062526,0.017075249,-0.000326917,0.01351892,-0.010284032,0.019422125
12/16/2020,-0.000547456,-0.005977427,0.002908992,0.024050748,0.001569625,-0.01654954,0.015334721
12/17/2020,0.006963733,0.026391255,-0.008287185,0.000638542,0.005591986,0.053197819,-0.005034553
12/18/2020,-0.015850893,0.005793696,-0.004930288,-0.003782725,-0.003992952,0.059612779,-0.017249464
12/21/2020,0.012395172,-0.009643389,0.037537879,0.01829907,-0.00357541,-0.064949682,-0.018253872
12/22/2020,0.028464518,-0.001960497,-0.01521651,0.006064994,-0.001685566,-0.014649269,-0.01692484
12/23/2020,-0.006975785,-0.005107305,0.027944502,-0.013039396,0.000898709,0.008807772,0.012851173
12/24/2020,0.00771202,0.003488319,-0.004397612,0.007827659,0.003890341,0.024443495,-0.004069918
12/28/2020,0.035765765,0.004722165,0.006585261,0.009921265,0.008590976,0.002901307,0.003365963
12/29/2020,-0.013314948,0.006201273,-0.002632926,-0.003600673,-0.001907749,0.003465524,-0.011260434
12/30/2020,-0.008526318,0.012391521,0.002799856,-0.01101942,0.001426623,0.043228866,0.007995799
12/31/2020,-0.007703107,0.008522849,0.013640988,0.003338279,0.005080782,0.015673981,-0.009134528
1/4/2021,-0.024718992,-0.005591435,-0.009443931,-0.021265966,-0.013613848,0.034151972,0.006793067
1/5/2021,0.01236343,0.011756848,0.005441413,0.000964515,0.00688737,0.007317369,0.048192778
1/6/2021,-0.033661217,0.009410244,0.046955736,-0.025929206,0.005978533,0.028390302,0.025517088
1/7/2021,0.034123113,0.003378536,0.032839336,0.028456868,0.014857286,0.079446564,0.007846007
1/8/2021,0.008631527,-0.002057598,0.001104034,0.006092853,0.00569804,0.078402995,0.011120918
1/11/2021,-0.023248997,-0.004186683,0.014923875,-0.009698575,-0.00674115,-0.078214117,0.030356329
1/12/2021,-0.001395442,-0.007780477,0.015719429,-0.011770705,0.000211331,0.047152948,0.022203301
1/13/2021,0.016226372,-0.001517715,0.000927055,0.006560358,0.002693102,0.005850951,0.011278223
1/14/2021,-0.015126949,0.017480472,0.005842681,-0.015346244,-0.003502005,-0.011013523,0.039033553
1/15/2021,-0.013730653,-0.002178541,-0.017921923,-0.001737146,-0.007292884,-0.022295854,-0.048101882
1/19/2021,0.005427308,0.015470893,-0.004327777,0.017822926,0.007852006,0.022259629,0.019836879
1/20/2021,0.032856067,-0.002457338,-0.014995456,0.036499705,0.01383867,0.006985998,0.014127899
