player_name,team,age,games_played,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,fg_pct,three_pt_pct,ft_pct,plus_minus,production_score,salary,is_rotation_player,salary_millions,production_per_million
Isaiah Mobley,PHI,25,1,17.4,6,4,5,1,1,0,0.286,0.333,0.5,-6,22.3,11997,FALSE,0.011997,1858.8
JD Davison,BOS,22,16,5.8,2.1,0.8,0.8,0.3,0.1,0.8,0.353,0.222,0.714,-1.8,4.26,11997,FALSE,0.011997,355.09
Brandon Williams,DAL,25,33,14.8,8.3,1.8,2.3,0.7,0.2,1.2,0.521,0.4,0.833,0.3,14.51,47989,FALSE,0.047989,302.36
Braxton Key,GSW,28,3,3.6,1,0.7,0,0.7,0,0.3,0,0,0.5,-2.7,2.94,11997,FALSE,0.011997,245.06
Drew Timme,BKN,24,9,28.2,12.1,7.2,2.2,0.4,0.1,1.7,0.441,0.257,0.625,-7.3,23.34,113055,FALSE,0.113055,206.45
Nae'Qwan Tomlin,CLE,24,5,12.7,7.2,4.2,0.4,0,0.2,0.4,0.406,0.2,0.727,1.4,12.84,66503,FALSE,0.066503,193.07
Killian Hayes,BKN,23,6,27.1,9,3,5.2,0.7,0.7,1.5,0.419,0.381,0.833,-4,21.7,119972,FALSE,0.119972,180.88
Marcus Bagley,PHI,23,10,25.3,6.7,7,1,0.9,1.2,0.7,0.391,0.156,0.8,-8.4,20.1,126356,FALSE,0.126356,159.07
A.J. Lawson,TOR,24,26,18.7,9.1,3.3,1.2,0.5,0.2,0.6,0.421,0.327,0.683,-0.7,15.66,100000,FALSE,0.1,156.6
Jaylen Sims,CHA,26,6,18.6,7,1,2,0.5,0.2,1.3,0.429,0.4,0.8,-7.8,11.3,73153,FALSE,0.073153,154.47
Marcus Garrett,CHA,26,4,19.8,7,1.5,3.3,0.8,0.5,1.5,0.407,0.375,0.75,-9.8,14.85,107027,FALSE,0.107027,138.75
Oshae Brissett,PHI,27,6,23.7,8.7,3.7,0.7,0.7,0.5,1.3,0.487,0.333,0.571,-5.2,15.29,119972,FALSE,0.119972,127.45
Jared Rhoden,TOR,25,14,16.2,8.4,3,1.1,0.7,0.1,0.6,0.483,0.308,0.88,4.6,14.65,119972,FALSE,0.119972,122.11
Yuri Collins,GSW,24,2,8.2,1,1.5,2,1,0,0,0.333,0,0,-2.5,7.8,66503,FALSE,0.066503,117.29
Kylor Kelley,LAL,27,11,11.5,3.1,3.5,0.5,0.1,0.3,0.4,0.636,0,0.6,-6.8,8.45,73153,FALSE,0.073153,115.51
Malachi Flynn,SAS,27,4,10.9,4,1.8,1.8,0.8,0,1,0.385,0.25,0.833,0.3,9.46,119972,FALSE,0.119972,78.85
Phillip Wheeler,PHI,23,5,8.9,1.6,1.6,0.4,0.2,0.4,0.2,0.143,0,1,2.6,5.12,66503,FALSE,0.066503,76.99
Jordan Goodwin,LAL,26,29,18.7,5.6,3.9,1.4,1,0.4,0.9,0.438,0.382,0.818,-0.4,14.28,223718,FALSE,0.223718,63.83
Chuma Okeke,CLE,26,9,21.9,5.9,5.2,1.7,0.6,0.4,0.3,0.5,0.393,0.667,-3.1,16.39,355687,FALSE,0.355687,46.08
Cole Swider,IND,26,10,17,5.9,2.7,0.3,0.4,0.2,0.4,0.349,0.319,0,5.4,10.39,227947,FALSE,0.227947,45.58
Justin Edwards,PHI,21,44,26.2,10.1,3.4,1.6,1,0.4,1.1,0.455,0.363,0.696,-6.4,18.28,425619,FALSE,0.425619,42.95
Terence Davis,SAC,28,1,7.9,0,1,1,0,0,0,0,0,0,-3,2.7,64301,FALSE,0.064301,41.99
Isaac Jones,SAC,24,40,7.6,3.4,1.4,0.3,0.1,0.3,0.4,0.651,0.375,0.639,-1.6,5.93,152957,FALSE,0.152957,38.77
Quinten Post,GSW,25,42,16.3,8.1,3.5,1.3,0.4,0.4,0.8,0.449,0.408,0.778,1,15.05,438920,FALSE,0.43892,34.29
Jaylen Nowell,WAS,25,8,21,8.4,2.5,2.3,0.1,0.5,1,0.356,0.296,0.636,-5.3,15.05,446743,FALSE,0.446743,33.69
Brandon Boston Jr.,NOP,23,42,23.6,10.7,3.2,2.2,1.3,0.2,1.2,0.436,0.35,0.788,-3.3,19.64,596581,FALSE,0.596581,32.92
Colin Castleton,TOR,25,26,16.6,4.7,4.7,1.1,0.3,0.4,0.9,0.469,0.125,0.763,-1.2,12.49,421081,FALSE,0.421081,29.66
Tyrese Martin,BKN,26,60,21.9,8.7,3.7,2,0.6,0.2,1.2,0.406,0.351,0.793,-4.3,16.54,635853,FALSE,0.635853,26.01
Lonnie Walker IV,PHI,26,20,23.8,12.4,3.2,2.5,0.5,0.3,1.3,0.42,0.354,0.8,-7.1,20.29,780932,FALSE,0.780932,25.98
Moses Brown,DAL,25,13,9.1,5.8,3.4,0.2,0.5,0.3,0.8,0.694,0,0.727,-1.1,10.98,426632,FALSE,0.426632,25.74
Bismack Biyombo,SAS,32,28,18.8,5.1,5.6,1.1,0.6,0.8,1,0.588,0,0.4,-3.6,15.27,647851,FALSE,0.647851,23.57
Elfrid Payton,NOP,31,24,21.3,3.5,3.3,6.9,1,0.5,2.5,0.328,0.167,0.571,-6.2,18.31,789048,FALSE,0.789048,23.21
Jared Butler,PHI,24,60,17.4,9,1.8,3.7,0.7,0.2,1.3,0.448,0.355,0.824,-2.2,17.21,745726,FALSE,0.745726,23.08
Skal Labissiere,SAC,29,4,3,1.3,0.8,0.3,0,0,0,0.5,1,0,-0.3,2.71,119972,FALSE,0.119972,22.59
Jahlil Okafor,IND,29,1,3.4,0,1,1,0,0,0,0,0,0,5,2.7,119972,FALSE,0.119972,22.51
Dominick Barlow,ATL,22,35,10.7,4.2,2.4,0.5,0.3,0.5,0.1,0.531,0.259,0.636,-0.1,9.33,491887,FALSE,0.491887,18.97
Jaylen Clark,MIN,23,40,13,4.1,1.3,0.7,0.9,0.1,0.2,0.467,0.431,0.784,1.1,8.51,492323,FALSE,0.492323,17.29
Daishen Nix,MIN,23,3,4.4,0.3,1.3,1,0,0,1.3,0,0,0.5,3,2.06,119972,FALSE,0.119972,17.17
Branden Carlson,OKC,26,32,7.7,3.8,1.7,0.4,0.2,0.7,0.2,0.443,0.333,0.778,1.3,8.04,496519,FALSE,0.496519,16.19
Tony Bradley,IND,27,14,8.1,4.4,3,0.4,0.1,0.6,0.4,0.644,0.333,0.333,3.1,9.6,600545,FALSE,0.600545,15.99
Jaylen Wells,MEM,21,79,25.9,10.4,3.4,1.7,0.6,0.1,0.9,0.425,0.352,0.822,2.4,17.53,1157153,FALSE,1.157153,15.15
Pat Spencer,GSW,28,39,6.4,2.5,1.2,1.2,0.4,0.1,0.5,0.406,0.227,0.733,-0.4,6.24,438810,FALSE,0.43881,14.22
Lamar Stevens,MEM,27,17,9.1,4.4,2.2,0.5,0.3,0.2,0.6,0.46,0.296,0.727,3.9,8.19,623856,FALSE,0.623856,13.13
Toumani Camara,POR,25,78,32.7,11.3,5.8,2.2,1.5,0.6,1.4,0.458,0.375,0.722,-1.5,24.36,1891857,FALSE,1.891857,12.88
Jamison Battle,TOR,24,59,17.7,7.1,2.7,0.9,0.3,0.2,0.5,0.429,0.405,0.889,-3.1,12.19,1000000,FALSE,1,12.19
Adem Bona,PHI,22,58,15.6,5.8,4.2,0.5,0.4,1.2,1.1,0.703,0,0.67,-1.9,13.69,1157153,FALSE,1.157153,11.83
Terry Taylor,SAC,25,3,2.1,0,0.3,0.7,0,0,0,0,0,0,3,1.41,119972,FALSE,0.119972,11.75
Ryan Rollins,MIL,22,56,14.6,6.2,1.9,1.9,0.8,0.3,0.9,0.487,0.408,0.8,1.5,12.63,1091887,FALSE,1.091887,11.57
Andrew Nembhard,IND,25,65,28.9,10,3.3,5,1.2,0.2,1.7,0.458,0.291,0.794,3.1,22.56,2019699,TRUE,2.019699,11.17
Walker Kessler,UTA,23,58,30,11.1,12.2,1.7,0.6,2.4,1.5,0.663,0.176,0.52,-5.7,32.79,2965920,TRUE,2.96592,11.06
Jose Alvarado,NOP,27,56,24.4,10.3,2.4,4.6,1.3,0.3,1.5,0.392,0.359,0.811,-4.1,21.78,1988598,FALSE,1.988598,10.95
Justin Champagnie,WAS,24,62,21.6,8.8,5.7,1,1,0.6,0.9,0.511,0.383,0.685,-4.6,19.44,1800000,FALSE,1.8,10.8
Scotty Pippen Jr.,MEM,24,79,21.3,9.9,3.3,4.4,1.3,0.4,1.7,0.48,0.397,0.713,0.6,22.16,2087519,TRUE,2.087519,10.62
Tyus Jones,PHX,29,81,26.8,10.2,2.4,5.3,0.9,0.1,1.1,0.448,0.414,0.895,-1.1,21.93,2087519,TRUE,2.087519,10.51
Guerschon Yabusele,PHI,29,70,27.1,11,5.6,2.1,0.8,0.3,1.2,0.501,0.38,0.725,-1.7,21.87,2087519,TRUE,2.087519,10.48
Spencer Dinwiddie,DAL,32,79,27,11,2.6,4.4,0.9,0.2,1.3,0.416,0.334,0.802,-2.8,21.62,2087519,TRUE,2.087519,10.36
Oso Ighodaro,PHX,22,61,17.1,4.2,3.6,1.2,0.5,0.5,0.6,0.604,0,0.58,-0.3,11.72,1157153,FALSE,1.157153,10.13
Orlando Robinson,TOR,24,44,17.5,6.9,5,1.8,0.4,0.4,1.1,0.444,0.327,0.771,-2,16.1,1691610,FALSE,1.69161,9.52
Jonathan Mogbo,TOR,23,63,20.4,6.2,4.9,2.3,0.9,0.5,1.1,0.438,0.243,0.732,-3.8,17.23,1862265,FALSE,1.862265,9.25
Keon Johnson,BKN,23,79,24.4,10.6,3.8,2.2,1,0.4,1.5,0.389,0.314,0.77,-5.4,19.76,2162606,TRUE,2.162606,9.14
Jalen Johnson,ATL,23,36,35.7,18.9,10,5,1.6,1,2.9,0.5,0.312,0.746,1.5,40.7,4510905,FALSE,4.510905,9.02
Antonio Reeves,NOP,24,44,15,6.9,1.4,0.9,0.5,0.1,0.7,0.456,0.395,0.8,-3.4,10.43,1157153,FALSE,1.157153,9.01
Christian Braun,DEN,24,79,33.9,15.4,5.2,2.6,1.1,0.5,1,0.58,0.397,0.827,6.1,27.74,3089640,TRUE,3.08964,8.98
Markelle Fultz,SAC,27,21,8.8,2.9,1,1.3,0.5,0.1,0.7,0.418,0.5,1,0.2,6.55,731831,FALSE,0.731831,8.95
Jaylin Williams,OKC,23,47,16.7,5.9,5.6,2.6,0.5,0.6,0.7,0.439,0.399,0.767,6.4,18.02,2019699,TRUE,2.019699,8.92
Jalen Wilson,BKN,24,79,25.7,9.5,3.4,1.8,0.5,0.1,1,0.397,0.337,0.818,-3.3,16.48,1891857,FALSE,1.891857,8.71
Trayce Jackson-Davis,GSW,25,62,15.6,6.6,5,1.7,0.4,0.6,0.7,0.576,0,0.578,-1,16.45,1891857,FALSE,1.891857,8.7
Keshad Johnson,MIA,24,16,6.1,2.7,1.8,0.3,0.3,0.3,0.3,0.692,0.429,0.444,0.3,6.21,724883,FALSE,0.724883,8.57
Isaiah Collier,UTA,20,71,25.9,8.7,3.3,6.3,0.9,0.2,2.9,0.422,0.249,0.682,-5.7,21.41,2512680,TRUE,2.51268,8.52
Ty Jerome,CLE,27,70,19.9,12.5,2.5,3.4,1.1,0,1.3,0.516,0.439,0.872,4.3,21.5,2560975,TRUE,2.560975,8.4
Luke Kornet,BOS,29,73,18.6,6,5.3,1.6,0.5,1,0.4,0.668,0,0.691,5.5,17.36,2087519,TRUE,2.087519,8.32
Bruno Fernando,TOR,26,17,8.6,3.4,3,1.1,0.2,0.5,0.8,0.531,0,0.75,-1.3,9.25,1115128,FALSE,1.115128,8.3
Gary Trent Jr.,MIL,26,74,25.6,11.1,2.3,1.2,1,0.1,0.6,0.431,0.416,0.848,0.9,17.26,2087519,TRUE,2.087519,8.27
Jamal Shead,TOR,22,75,19.6,7.1,1.5,4.2,0.8,0.1,1.6,0.405,0.323,0.768,-3.1,15.4,1862265,FALSE,1.862265,8.27
Keon Ellis,SAC,25,80,24.4,8.3,2.7,1.5,1.5,0.8,0.9,0.489,0.433,0.849,0.8,17.49,2120693,TRUE,2.120693,8.25
Mark Williams,CHA,23,44,26.6,15.3,10.2,2.5,0.7,1.2,1.6,0.604,0,0.804,-6.8,33.49,4094280,TRUE,4.09428,8.18
Pelle Larsson,MIA,24,55,14.2,4.6,1.7,1.2,0.6,0.1,0.4,0.438,0.337,0.672,0.2,9.44,1157153,FALSE,1.157153,8.16
Mouhamed Gueye,ATL,22,33,16.1,6,4.2,0.8,0.8,1,0.5,0.421,0.259,0.762,2.6,15.34,1891857,FALSE,1.891857,8.11
Cam Thomas,BKN,23,25,31.2,24,3.3,3.8,0.6,0.1,2.5,0.438,0.349,0.881,-3.7,32.56,4041249,FALSE,4.041249,8.06
Taurean Prince,MIL,31,80,27.1,8.2,3.6,1.9,1,0.2,1,0.457,0.439,0.813,-0.3,16.77,2087519,TRUE,2.087519,8.03
Jalen Williams,OKC,24,69,32.4,21.6,5.3,5.1,1.6,0.7,2.2,0.484,0.365,0.789,6.6,38.01,4775760,TRUE,4.77576,7.96
Malevy Leons,OKC,25,6,3.5,0.3,0.5,0.2,0,0,0.2,0,0,0.5,-3,1,126356,FALSE,0.126356,7.91
Mason Plumlee,PHX,35,74,17.6,4.5,6.1,1.8,0.4,0.6,0.8,0.619,0,0.648,0.7,15.72,2087519,TRUE,2.087519,7.53
Jordan Miller,LAC,25,37,11.4,4.1,1.6,0.9,0.5,0.1,0.7,0.433,0.211,0.8,-1.7,7.87,1050000,FALSE,1.05,7.5
Alperen Sengun,HOU,22,76,31.5,19.1,10.3,4.9,1.1,0.8,2.6,0.496,0.233,0.692,5.4,40.01,5424654,TRUE,5.424654,7.38
Yves Missi,NOP,21,73,26.8,9.1,8.2,1.4,0.5,1.3,1.1,0.547,0,0.623,-7,23.54,3193200,TRUE,3.1932,7.37
Peyton Watson,DEN,22,68,24.3,8.1,3.4,1.4,0.7,1.4,0.8,0.477,0.353,0.693,-0.4,17.68,2413560,TRUE,2.41356,7.33
Sam Hauser,BOS,27,71,21.7,8.5,3.2,0.9,0.6,0.2,0.3,0.451,0.416,1,4.6,14.99,2092344,TRUE,2.092344,7.16
Tari Eason,HOU,24,57,24.9,12,6.4,1.5,1.7,0.9,1.1,0.487,0.342,0.76,2.5,26.03,3695160,TRUE,3.69516,7.04
Keyonte George,UTA,21,67,31.5,16.8,3.8,5.6,0.7,0.1,2.7,0.391,0.343,0.818,-7.6,28.66,4084200,TRUE,4.0842,7.02
Ricky Council IV,PHI,23,73,17.1,7.3,2.9,1.3,0.4,0.2,0.7,0.382,0.258,0.804,-2.2,13.23,1891857,FALSE,1.891857,6.99
Dalano Banton,POR,25,67,16.7,8.3,2,2.4,0.6,0.5,1.3,0.391,0.324,0.728,-0.8,15.2,2196970,TRUE,2.19697,6.92
Brandin Podziemski,GSW,22,64,26.8,11.7,5.1,3.4,1.1,0.2,1.2,0.445,0.372,0.758,4.1,24.32,3519960,TRUE,3.51996,6.91
Kyshawn George,WAS,21,68,26.5,8.7,4.2,2.5,1,0.7,1.4,0.372,0.322,0.753,-5.3,19.49,2825520,TRUE,2.82552,6.9
Kyle Filipowski,UTA,21,72,21.1,9.6,6.1,1.9,0.7,0.3,1.4,0.502,0.35,0.65,-5.1,20.37,3000000,TRUE,3,6.79
Trendon Watford,BKN,24,44,20.7,10.2,3.6,2.6,0.6,0.3,1.9,0.469,0.33,0.762,-1.5,18.32,2726603,TRUE,2.726603,6.72
Vince Williams Jr.,MEM,24,27,18.5,6.6,3.6,2,0.4,0.3,1.2,0.401,0.274,0.792,0.2,14.12,2120693,FALSE,2.120693,6.66
Jeremiah Robinson-Earl,NOP,24,66,18.8,6.3,4.8,1.3,0.6,0.1,0.8,0.455,0.341,0.836,-5,14.61,2196970,TRUE,2.19697,6.65
Jalen Duren,DET,21,78,26.1,11.8,10.3,2.7,0.7,1.1,1.7,0.692,0,0.669,0.5,30.11,4536840,TRUE,4.53684,6.64
Trey Murphy III,NOP,25,53,35,21.2,5.1,3.5,1.1,0.7,1.9,0.454,0.361,0.887,-7.2,34.27,5159854,TRUE,5.159854,6.64
Jaxson Hayes,LAL,25,56,19.5,6.8,4.8,1,0.6,0.9,0.8,0.722,0,0.622,1.6,16.26,2463946,TRUE,2.463946,6.6
Thomas Bryant,IND,27,66,14.6,6.5,3.8,0.8,0.4,0.6,0.5,0.508,0.324,0.859,-0.6,13.76,2087519,FALSE,2.087519,6.59
Santi Aldama,MEM,24,65,25.5,12.5,6.4,2.9,0.8,0.4,1.1,0.483,0.368,0.691,2.3,25.83,3960531,TRUE,3.960531,6.52
Brice Sensabaugh,UTA,21,71,20.2,10.9,3,1.5,0.6,0.1,1.5,0.459,0.422,0.89,-4,16.65,2571480,TRUE,2.57148,6.47
Cameron Payne,NYK,30,72,15.1,6.9,1.4,2.8,0.5,0.2,0.7,0.401,0.363,0.907,2.8,13.48,2087519,TRUE,2.087519,6.46
Landry Shamet,NYK,28,50,15.2,5.7,1.2,0.5,0.5,0,0.4,0.461,0.397,0.667,1.8,8.49,1343690,FALSE,1.34369,6.32
Daniel Theis,NOP,33,38,16.3,4.3,4.3,1.6,0.5,0.5,0.7,0.473,0.243,0.838,-1.6,13.16,2087519,FALSE,2.087519,6.3
Jaden Hardy,DAL,22,57,15.9,8.7,1.6,1.4,0.5,0.1,1.4,0.435,0.386,0.698,-1.1,12.52,2019699,TRUE,2.019699,6.2
Sam Merrill,CLE,29,71,19.7,7.2,2.2,1.5,0.7,0.2,0.5,0.406,0.372,0.966,4.5,13.39,2164993,TRUE,2.164993,6.18
Kevin Porter Jr.,MIL,25,75,19.8,10.3,3.7,3.4,1.1,0.2,1.8,0.449,0.311,0.769,0.4,20.64,3366937,TRUE,3.366937,6.13
Alec Burks,MIA,33,49,17.6,7.3,2.5,1.1,0.6,0.1,0.6,0.424,0.425,0.776,2.2,12.75,2087519,TRUE,2.087519,6.11
Bol Bol,PHX,25,36,12.5,6.8,2.9,0.6,0.3,0.7,0.6,0.525,0.344,0.769,-1,12.58,2087519,FALSE,2.087519,6.03
Julian Champagnie,SAS,24,82,23.6,9.9,3.9,1.4,0.7,0.4,0.9,0.415,0.371,0.904,-0.8,17.98,3000000,TRUE,3,5.99
Nick Smith Jr.,CHA,21,60,22.8,9.9,2.1,2.4,0.3,0.1,1.4,0.391,0.34,0.935,-6.6,15.42,2587200,TRUE,2.5872,5.96
Sandro Mamukelashvili,SAS,26,61,11.2,6.3,3.1,0.8,0.4,0.3,0.4,0.502,0.373,0.741,-0.5,12.22,2087519,FALSE,2.087519,5.85
Quentin Grimes,PHI,25,75,26.8,14.6,4.3,3,1,0.3,1.9,0.467,0.385,0.757,-3.5,24.96,4296682,TRUE,4.296682,5.81
Jay Huff,MEM,27,64,11.7,6.9,2,0.6,0.3,0.9,0.5,0.515,0.405,0.786,0.4,12.1,2088033,FALSE,2.088033,5.79
DeAndre Jordan,DEN,36,56,12.3,3.7,5.1,0.9,0.3,0.5,0.7,0.65,0,0.422,-0.8,12.07,2087519,FALSE,2.087519,5.78
Kyle Lowry,PHI,39,35,18.8,3.9,1.9,2.7,0.9,0.3,0.6,0.35,0.33,0.818,-2,12.03,2087519,FALSE,2.087519,5.76
Garrison Mathews,ATL,28,47,17.6,7.5,1.9,1.3,0.6,0.3,0.7,0.397,0.39,0.821,-1.3,12.83,2230253,TRUE,2.230253,5.75
Charles Bassey,SAS,24,36,10.4,4.4,4.2,0.5,0.4,0.8,0.6,0.581,0,0.636,-3.6,11.99,2087519,FALSE,2.087519,5.74
Mo Bamba,NOP,27,32,12.9,4.3,4.5,0.6,0.3,1,0.6,0.464,0.278,0.704,-2.3,12.6,2207491,FALSE,2.207491,5.71
Julian Strawther,DEN,23,65,21.3,9,2.2,1.3,0.6,0.2,0.9,0.432,0.349,0.822,-1.1,14.29,2552520,TRUE,2.55252,5.6
Franz Wagner,ORL,23,60,33.7,24.2,5.7,4.7,1.3,0.4,2.3,0.463,0.295,0.871,4.1,39.19,7007092,TRUE,7.007092,5.59
Ryan Dunn,PHX,22,74,19.1,6.9,3.6,0.8,0.6,0.5,0.5,0.43,0.311,0.487,-2.3,14.12,2530800,TRUE,2.5308,5.58
Neemias Queta,BOS,25,62,13.9,5,3.8,0.7,0.3,0.7,0.6,0.65,0,0.754,2.5,12.01,2162606,FALSE,2.162606,5.55
Jabari Walker,POR,22,60,12.5,5.2,3.5,0.6,0.6,0.1,0.6,0.515,0.389,0.69,0.3,11.1,2019699,FALSE,2.019699,5.5
DaQuan Jeffries,CHA,27,47,22.8,6.7,2.9,1.1,0.6,0.5,0.7,0.405,0.335,0.8,-5.9,13.33,2425404,TRUE,2.425404,5.5
Dyson Daniels,ATL,22,76,33.8,14.1,5.9,4.4,3,0.7,2,0.493,0.34,0.593,-0.9,33.18,6059520,TRUE,6.05952,5.48
Gui Santos,GSW,23,56,13.6,4.1,3.1,1.4,0.4,0.2,0.8,0.458,0.33,0.69,2.9,10.32,1891857,FALSE,1.891857,5.45
Jared McCain,PHI,21,23,25.7,15.3,2.4,2.6,0.7,0,1.6,0.46,0.383,0.875,-1.2,21.88,4020360,FALSE,4.02036,5.44
Javonte Green,CLE,31,68,18.5,5.1,3.2,0.8,1,0.5,0.5,0.429,0.326,0.724,-3.1,12.64,2328350,TRUE,2.32835,5.43
Talen Horton-Tucker,CHI,24,58,12.5,6.5,1.7,1.4,0.4,0.2,0.7,0.457,0.336,0.735,0.3,11.14,2087519,FALSE,2.087519,5.34
Kel'el Ware,MIA,21,64,22.2,9.3,7.4,0.9,0.6,1.1,0.9,0.554,0.315,0.687,0.6,22.03,4231800,TRUE,4.2318,5.21
Russell Westbrook,DEN,36,75,27.9,13.3,4.9,6.1,1.4,0.5,3.2,0.449,0.323,0.661,-0.3,28.93,5631296,TRUE,5.631296,5.14
Day'Ron Sharpe,BKN,23,50,18.1,7.9,6.6,1.8,0.8,0.8,1.3,0.521,0.244,0.757,1.3,20.42,3989122,TRUE,3.989122,5.12
Jalen Pickett,DEN,25,49,13.6,4.1,1.4,2.2,0.4,0.1,0.5,0.428,0.396,0.75,1.1,9.58,1891857,FALSE,1.891857,5.06
Seth Curry,CHA,34,68,15.6,6.5,1.7,0.9,0.4,0.1,0.5,0.478,0.456,0.846,-2.5,10.39,2087519,TRUE,2.087519,4.98
Ariel Hukporti,NYK,23,25,8.7,1.9,2,0.4,0,0.6,0.8,0.677,0,0.462,-2.5,5.3,1064049,FALSE,1.064049,4.98
Jaime Jaquez Jr.,MIA,24,66,20.7,8.6,4.4,2.5,0.9,0.2,1.5,0.461,0.311,0.754,-2.3,18.33,3685800,TRUE,3.6858,4.97
Noah Clowney,BKN,20,46,22.7,9.1,3.9,0.9,0.5,0.5,1,0.358,0.333,0.838,-5.7,16.13,3244080,TRUE,3.24408,4.97
Dereck Lively II,DAL,21,36,23.1,8.7,7.5,2.4,0.6,1.6,1.1,0.702,0,0.63,3.4,24.6,5014560,FALSE,5.01456,4.91
Dante Exum,DAL,29,20,18.6,8.7,1.7,2.8,0.6,0.2,1.1,0.478,0.434,0.742,-2.4,15.44,3150000,FALSE,3.15,4.9
AJ Johnson,WAS,20,29,22,7.6,2,2.6,0.4,0.1,1.2,0.385,0.267,0.865,-5.2,13.7,2795294,FALSE,2.795294,4.9
Bub Carrington,WAS,19,82,30,9.8,4.2,4.4,0.7,0.3,1.7,0.401,0.339,0.812,-9.7,21.74,4454880,TRUE,4.45488,4.88
Jake LaRavia,SAC,23,66,20.4,6.9,3.9,2.4,0.9,0.3,1.3,0.475,0.423,0.678,1.9,16.28,3352680,TRUE,3.35268,4.86
Julian Phillips,CHI,21,79,14.2,4.6,2.1,0.5,0.5,0.3,0.3,0.446,0.327,0.789,0.4,9.17,1891857,FALSE,1.891857,4.85
E.J. Liddell,CHI,24,12,4.4,1.8,0.8,0.3,0.1,0.1,0.2,0.533,0.3,1,-0.7,3.41,706898,FALSE,0.706898,4.82
Johnny Juzang,UTA,24,64,19.8,8.9,2.9,1.1,0.6,0.1,0.6,0.429,0.376,0.849,-5.6,14.83,3087519,TRUE,3.087519,4.8
Monte Morris,PHX,30,45,12.7,5.2,1.5,1.6,0.4,0.1,0.5,0.426,0.36,0.857,1,9.9,2087519,FALSE,2.087519,4.74
Andre Jackson Jr.,MIL,23,67,14.6,3.4,2.7,1.2,0.5,0.2,0.9,0.477,0.395,0.5,-0.5,8.94,1891857,FALSE,1.891857,4.73
Delon Wright,NYK,33,40,15.9,3.1,1.7,1.9,0.9,0.3,0.6,0.344,0.274,0.6,0,9.79,2087519,TRUE,2.087519,4.69
Gradey Dick,TOR,21,54,29.4,14.4,3.6,1.8,0.9,0.2,1.5,0.41,0.35,0.858,-3.9,22.12,4763760,TRUE,4.76376,4.64
Colby Jones,WAS,23,39,13.2,4,2.2,1.1,0.7,0.3,0.6,0.457,0.327,0.657,-2.9,9.69,2120693,FALSE,2.120693,4.57
Cam Whitmore,HOU,20,51,16.2,9.4,3,1,0.6,0.3,0.9,0.444,0.355,0.75,0,15.4,3379080,TRUE,3.37908,4.56
Ja'Kobe Walter,TOR,20,52,21.2,8.6,3.1,1.6,0.8,0.2,1,0.405,0.349,0.795,-1.6,15.72,3465000,TRUE,3.465,4.54
Lindy Waters III,DET,27,52,15,4.9,2.1,1,0.5,0.2,0.4,0.369,0.344,0.727,0.3,9.92,2196970,TRUE,2.19697,4.52
Ben Sheppard,IND,23,63,19.5,5.3,2.8,1.3,0.6,0.2,0.3,0.418,0.342,0.889,-0.9,11.91,2663880,TRUE,2.66388,4.47
Ochai Agbaji,TOR,25,64,27.2,10.4,3.8,1.5,0.9,0.5,0.8,0.498,0.399,0.708,-3.3,19.21,4310280,TRUE,4.31028,4.46
Tre Mann,CHA,24,13,24.5,14.1,2.9,3,0.5,0.3,1.9,0.435,0.4,0.905,-4.2,21.78,4908373,FALSE,4.908373,4.44
Maxwell Lewis,BKN,22,28,11.7,4.1,2,0.7,0.3,0.3,0.5,0.417,0.38,0.7,-2.4,8.25,1891857,FALSE,1.891857,4.36
Marcus Sasser,DET,24,57,14.2,6.6,1.2,2.3,0.6,0.1,0.9,0.463,0.382,0.843,0.7,11.99,2755080,FALSE,2.75508,4.35
Nick Richards,PHX,27,57,22,9.3,8.2,0.9,0.2,1,1.4,0.591,0,0.744,-4.1,21.49,5000000,TRUE,5,4.3
Josh Giddey,CHI,22,70,30.2,14.6,8.1,7.2,1.2,0.6,2.9,0.465,0.378,0.781,-1,35.82,8352367,TRUE,8.352367,4.29
Jeremy Sochan,SAS,22,54,25.3,11.4,6.5,2.4,0.8,0.5,1.6,0.535,0.308,0.696,-1.6,23.8,5570040,TRUE,5.57004,4.27
Shaedon Sharpe,POR,22,72,31.3,18.5,4.5,2.8,0.9,0.2,2.1,0.452,0.311,0.785,-1.9,28.2,6614160,TRUE,6.61416,4.26
Isaiah Jackson,IND,23,5,16.8,7,5.6,1,0.6,1.6,1,0.609,0,0.5,2,18.62,4435381,FALSE,4.435381,4.2
Nickeil Alexander-Walker,MIN,26,82,25.3,9.4,3.2,2.7,0.6,0.4,1.2,0.438,0.381,0.78,3.3,18.09,4312500,TRUE,4.3125,4.19
Svi Mykhailiuk,UTA,28,38,20,8.8,2.4,2,0.5,0.2,1.4,0.391,0.345,0.8,-2.8,14.68,3500000,FALSE,3.5,4.19
Tyler Smith,MIL,20,23,5.3,2.9,1.1,0.2,0.1,0.2,0.3,0.48,0.433,0.75,0.3,4.82,1157153,FALSE,1.157153,4.17
Craig Porter Jr.,CLE,25,51,10.1,3.7,1.3,1.4,0.3,0.3,0.7,0.514,0.438,0.719,-0.9,7.86,1891857,FALSE,1.891857,4.15
